user_lifetime_value,geo.country,user_id,user_properties.save_payment_info,user_properties.push_opt_in,event_name.add_to_wishlist,web_sessions,app_sessions,transactions,items_viewed,session_duration,promotion_clicks,ecommerce.purchase_value,items_viewed_filtered_by_sale,ecommerce.discount,items_viewed_per_app_session,transactions_app,items_added_to_cart_per_session_count,user_engagement_proxy,is_churned
574.36,DE,258,1,0,4,42,17,14,74,544.58,8,183.41,47,0.01,7.31,5,1.2,5,1
106.2,TR,259,0,0,7,15,39,19,9,167.34,4,392.95,39,0,7.01,8,3.14,4,1
618.86,US,260,0,0,9,46,34,13,141,437.67,17,285.26,96,0.38,5.89,19,3.2,6,1
990.15,US,261,0,1,2,14,40,8,50,527.81,19,159.83,62,0.14,9.39,0,4.25,1,0
148.68,UK,262,1,0,3,24,28,7,117,34.58,8,328.9,75,0.02,3.5,14,3.7,4,1
523.15,DE,263,1,0,8,35,28,16,120,244.61,16,119.85,71,0.46,2.44,5,2.71,9,0
878.6,IN,264,1,1,6,10,37,1,38,459.76,16,12.12,87,0.94,6.56,18,3.27,2,0
743.36,IN,265,1,0,0,14,41,2,27,278.4,11,383.35,79,0.32,1.99,17,1.37,8,0
700.05,UK,266,0,1,3,3,20,7,2,167.68,6,313.75,3,0.66,3.15,5,2.97,5,0
705.46,UK,267,0,1,3,20,41,11,83,139.69,2,382.34,37,0.65,2.25,12,2.45,9,1
365.9,UK,268,0,1,8,12,12,0,197,87.6,9,24.27,26,0.25,0.69,0,0.67,2,1
300.66,TR,269,0,1,5,21,48,9,154,515.71,1,419.37,8,0.65,8.27,12,1.21,6,0
811.27,TR,270,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
812.01,CA,271,1,1,5,33,16,2,1,55.07,15,283.88,55,0.12,4.73,14,4.62,2,0
868.4,CA,272,0,1,5,13,8,5,92,235.72,1,314.18,75,0.7,0.43,11,1.15,7,1
914.11,UK,273,0,1,4,3,40,6,165,226.96,9,432.89,30,0.11,6.99,0,1.45,3,1
516.23,DE,274,1,0,4,47,0,19,130,117.23,5,295.53,87,1,3.31,14,1.85,0,1
506.5,US,275,0,0,1,45,1,17,143,266.95,10,292.57,13,0.18,7.45,3,3.32,5,0
800.31,TR,276,1,0,7,26,47,10,93,205.94,6,495.39,24,0.59,4.12,12,0.59,9,0
653.46,DE,277,0,0,7,28,28,18,39,211.66,14,379.58,33,0.41,1.96,4,4.77,0,1
704.95,FR,278,0,1,0,46,32,4,1,446.03,5,223.94,66,0.13,5.13,1,4.33,4,0
797.83,TR,279,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
891.11,TR,280,0,1,4,34,49,10,168,388.7,8,197.67,72,0.62,4.41,15,3.37,5,1
344.62,CA,281,0,0,1,7,39,11,11,346.68,19,118.29,25,0.81,3.17,5,0.08,1,0
381.83,US,282,0,0,1,15,20,9,162,345.17,11,300.44,19,0.84,9.12,15,1.69,3,1
103.04,US,283,0,0,5,41,27,7,64,401.17,18,464.45,63,0.48,0.61,13,3.98,1,1
582.5,IN,284,1,1,8,35,10,8,54,333.55,19,464.92,9,0.78,6.94,2,0.39,0,1
45.58,IN,285,1,0,0,29,33,3,44,528.76,2,174.24,82,0.67,1.83,14,1.41,2,0
470.94,IN,286,1,1,5,17,7,4,100,408.59,14,266.2,66,0.72,3.19,2,2.93,2,1
547.22,IN,287,1,1,8,1,21,7,61,332.71,1,109.76,23,0.49,4.16,1,1.28,6,1
293.68,FR,288,1,0,7,48,7,8,48,499.56,1,497.84,4,0.63,9.08,0,4.67,0,0
594.92,FR,289,0,0,5,12,48,14,126,367.63,2,490.65,66,0.81,2.43,8,0.66,8,0
40.2,TR,290,0,0,2,3,14,14,152,181.78,5,326.51,57,0.4,0.91,8,3.99,5,0
46.97,UK,291,1,1,7,25,16,15,22,132.19,14,403.18,26,0.81,3.19,6,2.54,3,0
824.37,CA,292,0,0,8,24,22,13,151,99.87,9,358.97,79,0.59,1.05,2,3.75,2,1
366.59,CA,293,1,1,0,29,23,7,37,540.68,8,298.61,14,0.17,1.29,17,1.55,2,0
135.79,IN,294,1,1,8,10,44,17,27,428.98,0,31.41,34,0.02,5.74,10,2.57,1,0
527.02,TR,295,0,0,5,6,18,9,20,563.05,15,230.11,75,0.36,0.61,6,4.28,1,0
772.29,DE,296,0,0,5,30,4,19,181,365.94,5,339.02,52,0.55,0.31,8,2.33,9,0
223.66,UK,297,0,1,3,43,31,5,106,289.31,8,340.38,43,0.84,7.14,0,1.8,4,1
626.66,TR,298,1,1,0,9,43,11,145,45.23,3,189.7,25,0.13,3.62,13,2.68,8,0
94.49,UK,299,0,1,9,38,0,1,163,406.27,1,471.14,46,0.8,1.25,19,3.59,1,1
61.16,UK,300,1,0,7,12,22,6,98,353.5,3,87.84,33,0.86,2.54,5,2.22,1,0
536.04,UK,301,1,1,1,30,36,15,172,594.22,0,252.68,86,0.15,6.42,6,4.69,5,1
545.23,TR,302,1,0,0,6,7,2,118,151.1,18,346.99,94,0.85,2.76,9,1.47,9,1
641.06,IN,303,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
728.83,CA,304,0,1,0,41,7,2,180,394.06,14,326.08,83,0.73,1.22,1,3.78,3,1
976.09,CA,305,1,0,0,41,22,17,121,390.31,18,141.27,11,0.78,5.88,3,3.45,5,0
521.14,IN,306,0,1,8,35,42,10,29,341.16,15,82.32,86,0.99,3.16,16,4.32,4,1
329.73,UK,307,0,0,0,19,0,7,187,468.39,3,319.79,3,0.61,6.27,0,4.98,0,1
797.23,DE,308,0,0,3,3,44,5,107,130.94,1,301.65,86,0.31,8.08,9,2.13,5,1
278.12,US,309,1,1,9,6,23,0,97,438.12,12,93.78,47,0.84,6.12,18,0.56,0,0
444.58,TR,310,1,0,5,0,34,0,31,375.64,0,354.04,54,0.61,2.96,14,0.15,2,1
87.67,US,311,0,0,6,43,23,7,194,538.68,16,230.31,0,0.58,2.56,9,3.63,9,0
35.1,IN,312,1,1,1,44,16,4,194,509.84,12,335.54,88,0.25,3.27,18,4.37,4,1
963.02,DE,313,0,0,5,41,4,15,155,195.94,3,419.5,65,0.76,1.65,11,1.1,9,1
837.62,TR,314,0,0,6,46,19,10,171,172.98,6,89.02,29,0.08,1.81,15,0.79,4,1
699.01,IN,315,0,0,9,12,20,4,78,589.18,16,14.48,2,0.92,7.91,8,0.31,9,1
414.86,UK,316,0,1,9,21,39,3,40,321.09,8,390.66,20,0.33,3.85,14,4.11,5,1
181.56,CA,317,1,0,1,20,30,5,62,544.79,3,306.8,88,0.13,4.36,16,1.56,9,1
164.87,US,318,1,1,1,21,45,13,22,106.69,18,351.32,83,0.44,5.94,13,2.01,7,0
257.74,FR,319,1,1,9,27,35,18,103,389.26,0,419.89,48,0.04,5.9,17,2.51,4,0
553.73,FR,320,0,0,6,8,10,8,74,487.82,9,402.39,85,0.68,0.67,1,4.2,0,0
717.45,DE,321,0,0,0,25,14,11,47,568.96,3,480.66,84,0.9,8.32,3,3.25,4,1
663.6,UK,322,0,0,7,8,18,10,159,209.03,8,270.29,61,0.84,1.77,17,3.08,2,0
287.13,US,323,1,1,2,14,6,13,56,437.74,12,246.81,96,0.13,7.23,6,0.88,3,1
955.32,UK,324,0,0,5,9,27,15,117,327.9,13,203.93,37,0.13,7.73,12,2.57,7,0
740.52,US,325,1,0,8,23,42,0,99,45.77,9,81.08,14,0.81,7.15,14,3.58,6,0
558.81,DE,326,1,0,5,41,4,12,123,417.1,5,288.44,51,0.92,5.79,0,4.87,4,1
615.6,DE,327,1,0,8,7,4,12,160,417.16,15,142.12,78,0.46,0.15,10,1.01,1,1
425.4,FR,328,1,0,6,23,29,1,151,559.06,5,461.05,45,0.5,3.6,9,0.05,5,0
255.25,UK,329,1,1,8,15,31,3,166,303.41,16,293.68,24,0.32,6.05,4,0.38,5,0
362.41,TR,330,1,1,1,48,7,5,33,145.85,9,298.46,20,0.89,3.87,15,1.88,9,0
760.27,FR,331,0,0,7,25,9,4,183,36.29,17,180.69,87,0.64,8.63,10,4.1,9,0
24.25,UK,332,0,0,7,26,37,2,155,255.23,17,30.73,4,0.29,3.09,5,0.04,5,1
124.91,FR,333,1,0,1,36,46,0,164,188.13,2,20.71,69,0.3,2.94,8,2.28,8,0
55.54,TR,334,1,0,3,3,31,3,6,459.04,19,214.55,46,0.89,2.66,12,1.65,7,1
50.32,CA,335,0,1,6,49,47,19,195,219.02,14,46.86,86,0.01,3.33,7,0.26,7,1
856.91,CA,336,1,0,3,23,27,1,164,569.95,14,305.39,67,0.32,5.57,13,2.25,0,0
706.62,CA,337,1,1,3,18,16,4,55,577.76,3,441.08,90,0.55,7.07,0,1.27,4,1
479.43,CA,338,0,1,5,35,30,2,64,376.34,8,442.04,17,0.15,6.63,16,1.76,6,0
106.86,IN,339,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
496.7,US,340,1,1,5,9,39,19,46,458.9,16,109.56,91,0.82,8.86,1,2.61,4,1
478.74,IN,341,1,1,9,24,24,5,147,332.65,10,432.18,98,0.89,8.16,8,0.62,7,0
181.47,IN,342,0,1,2,17,8,17,18,116.38,8,443.62,85,0.82,0.19,3,4.81,2,1
439.51,IN,343,0,1,8,18,1,5,156,280.57,9,102.34,22,0.9,7.36,16,3.18,5,1
404.52,CA,344,0,0,9,35,14,18,187,340.92,17,370.03,63,0.55,2.08,16,3.83,4,0
619.69,TR,345,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
638.74,DE,346,1,1,5,32,2,10,162,293.99,12,402.31,39,0.38,6.38,15,0.24,3,1
54.85,DE,347,0,0,6,49,48,1,170,539.63,7,498.63,9,0.67,3.2,7,0.1,7,0
380.87,US,348,1,0,8,4,35,14,125,407.87,6,19.86,88,0.99,0.57,10,0.94,9,0
629.6,CA,349,1,0,2,46,3,11,138,90.83,16,449.2,51,0.23,1.38,17,2.07,1,1
508.1,CA,350,1,0,9,48,13,11,48,597.04,14,313.2,71,0.39,0.01,9,4.68,8,1
857.92,CA,351,1,0,2,34,40,8,112,321.07,19,486.82,74,0.48,9.03,12,2.29,8,1
662.11,FR,352,1,1,6,43,40,1,37,241.2,14,235.18,60,0.14,0.25,16,1.45,9,0
171.31,UK,353,0,0,3,33,24,2,63,398.88,0,424.46,63,0.08,2.09,17,2.81,9,1
79.86,FR,354,1,0,7,32,49,11,68,74.25,13,35.89,4,0.83,4.16,9,0.56,5,1
646,UK,355,0,0,6,20,9,15,135,385.56,4,170.96,52,0.98,3.57,15,3.05,3,1
36.25,CA,356,1,0,4,16,20,0,161,303.96,10,38.17,54,0.4,9.12,19,2.84,3,1
589.92,CA,357,0,1,6,21,35,2,175,249.94,15,487.79,36,0.09,0.4,4,3.96,5,1
940.83,FR,358,1,1,2,47,11,19,115,572.28,1,409.4,55,0.07,5.12,12,4.93,4,1
579.72,FR,359,0,1,1,36,26,1,183,318.3,7,427.01,58,0.89,6.8,17,1.25,5,0
394.29,UK,360,1,1,5,14,39,8,64,139.28,10,469.29,92,0.46,9.32,16,2.55,6,0
646.86,DE,361,0,0,1,34,1,18,30,280.79,17,47.13,68,0.32,6.2,8,4.54,6,1
463.67,UK,362,1,1,2,27,12,14,131,552.44,2,195.87,72,0.48,8.04,13,3.93,8,1
550.16,FR,363,0,0,5,6,31,17,112,113.9,0,40.16,58,0.32,0.84,16,2.44,7,0
942.05,TR,364,1,0,4,31,30,10,108,136.23,10,109.34,1,0.49,3.86,3,4.73,5,0
392.24,FR,365,0,0,7,10,15,15,177,17.69,15,118.54,64,0.86,3.74,17,0.29,5,0
961.58,TR,366,0,0,8,9,31,16,68,18.37,17,237.21,59,0.59,8.86,19,4.65,4,1
906.3,US,367,1,0,2,8,31,4,157,499.34,15,137.94,50,0.69,1.51,14,0.25,0,1
203.83,FR,368,1,1,9,13,33,11,119,441.95,9,54.98,29,0.36,1.52,10,2.74,8,1
78.67,US,369,0,1,2,12,10,10,87,219.47,17,87.91,10,0.74,3.29,11,4.45,8,1
109.77,DE,370,1,1,2,24,9,14,186,422,5,77.9,91,0.67,0.54,8,1.31,8,0
28.04,UK,371,0,1,5,1,14,2,66,243.17,18,486.67,75,0.12,1.82,12,2.36,7,0
103.5,TR,372,0,0,0,34,16,0,74,572.21,3,380.85,38,0.57,9.65,14,1.62,9,0
686.18,UK,373,0,1,6,6,39,19,44,580.56,12,484.04,89,0.26,4.28,14,4.76,2,0
80.48,US,374,1,0,0,20,17,15,3,241.75,13,222.67,76,0.8,6.32,4,4.12,0,1
325.79,TR,375,0,1,4,17,8,1,153,513.99,2,142.79,71,0.43,7.26,18,3.55,7,1
846.43,UK,376,0,0,9,2,24,1,154,466.12,9,400.16,62,0.99,3.67,19,2.94,6,0
33.04,FR,377,1,0,7,41,39,2,173,192.9,5,166.5,63,0.09,1.47,13,4.1,4,0
816.32,CA,378,1,1,3,38,13,7,106,146.9,0,153.19,60,0.78,2.07,16,1.96,9,0
289.04,US,379,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
126.98,UK,380,1,0,3,48,49,6,50,471,7,69.19,91,0.77,6.36,2,3.65,9,0
699.77,US,381,0,1,3,10,21,5,49,576.5,18,131.95,93,0.31,3.98,1,1.79,3,1
632.65,IN,382,0,0,7,38,29,8,5,460.51,13,180.88,72,0.49,0.07,0,0.32,8,1
878.7,US,383,0,1,1,23,19,19,58,514.57,9,338.63,94,0.8,5.23,9,0.37,9,0
737.72,TR,384,0,1,0,45,20,0,124,365.81,16,35.97,57,0.23,9.22,18,0.58,1,0
805.45,IN,385,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
289.21,TR,386,0,0,8,3,31,2,29,472.81,5,405.47,55,0.55,8.25,11,2.36,8,1
185.67,CA,387,0,0,3,25,45,3,169,232.42,10,77.73,33,0.52,7.95,0,3.56,4,1
753.11,IN,388,1,0,9,37,48,14,121,335.67,6,174.61,30,0.28,3.24,11,1.96,0,1
808.77,FR,389,0,1,4,41,20,5,124,484.8,16,433.01,51,0.3,7.65,16,1.29,6,0
990.6,US,390,0,0,1,31,34,14,36,37.17,0,81.69,88,0.28,1.43,2,1.74,9,1
418.49,UK,391,0,1,3,38,31,2,169,486.77,4,45.95,75,0.77,6.58,10,3.97,9,0
378.3,DE,392,0,1,1,44,29,13,123,114.95,8,244.85,0,0.65,6.42,16,3.13,3,1
778.65,US,393,0,0,1,45,38,19,100,313.66,17,154.7,54,0.83,0.26,2,4.69,8,1
347.4,US,394,0,1,3,35,48,13,34,486.88,1,283.89,21,0.98,7.88,7,3.4,5,1
931.45,CA,395,1,0,5,39,11,3,86,159.75,10,402.88,39,0.47,9.03,19,2.85,2,0
859.83,FR,396,1,0,6,36,40,11,133,155.03,5,72.89,0,0.07,2.67,3,3.05,5,0
434.7,DE,397,0,0,9,32,46,16,195,247.63,7,292.45,64,0.05,8.12,6,4.71,9,1
753.36,IN,398,0,0,2,35,17,6,17,537.84,3,255.23,62,0.3,0.82,13,3.94,5,0
757,IN,399,1,0,2,2,20,8,112,10.26,17,76.32,53,0.93,6,13,0.12,4,0
321.21,TR,400,0,1,9,49,14,3,174,211.65,3,107.09,58,0.82,4.7,19,3.64,1,1
380.87,US,401,1,0,8,4,35,14,125,407.87,6,19.86,88,0.99,0.57,10,0.94,9,0
811.27,TR,402,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
416.28,UK,403,1,1,0,24,11,3,75,562.88,12,256.36,61,0.62,8.95,17,1.93,9,1
206.73,UK,404,1,1,7,36,7,9,85,291.13,4,124.56,71,0.32,1.16,14,3.52,8,0
534.35,FR,405,1,1,1,33,49,3,48,545.25,0,82.46,96,0.73,6.91,9,4.3,7,0
615.73,DE,406,1,0,6,36,43,4,112,331.45,17,96.9,75,0.02,9.75,13,1.98,8,1
321.21,TR,407,0,1,9,49,14,3,174,211.65,3,107.09,58,0.82,4.7,19,3.64,1,1
897.13,US,408,1,1,2,49,15,14,178,421.68,9,422.45,80,0.13,4.59,15,0.2,6,0
715.06,US,409,1,0,9,34,38,17,199,237.22,18,348.85,36,0.03,5.88,14,4.98,5,0
362.41,TR,410,1,1,1,48,7,5,33,145.85,9,298.46,20,0.89,3.87,15,1.88,9,0
641.18,DE,411,1,0,0,36,20,2,68,524.51,5,272.75,95,0.43,5.02,0,3.54,9,1
103.5,TR,412,0,0,0,34,16,0,74,572.21,3,380.85,38,0.57,9.65,14,1.62,9,0
116.81,UK,413,0,0,3,11,34,12,7,62.99,11,171.92,58,0.23,3.94,16,2.04,6,0
579.72,FR,414,0,1,1,36,26,1,183,318.3,7,427.01,58,0.89,6.8,17,1.25,5,0
247.17,TR,415,1,1,7,7,5,16,105,277.83,8,189.4,95,0.7,0.12,15,1.97,7,1
423.24,UK,416,0,0,7,37,1,4,172,95.67,19,42.47,57,0.16,0.68,8,2.29,5,0
285.86,US,417,1,0,0,11,34,4,135,434.68,1,113.96,29,0.31,3.74,3,1.25,7,0
797.23,DE,418,0,0,3,3,44,5,107,130.94,1,301.65,86,0.31,8.08,9,2.13,5,1
699.07,FR,419,1,0,2,22,47,7,50,204.84,4,16.1,81,0.77,3.03,11,2.03,4,1
439.51,IN,420,0,1,8,18,1,5,156,280.57,9,102.34,22,0.9,7.36,16,3.18,5,1
366.59,CA,421,1,1,0,29,23,7,37,540.68,8,298.61,14,0.17,1.29,17,1.55,2,0
805.45,IN,422,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
898.24,FR,423,1,1,3,40,8,6,87,232.62,5,139.12,7,0.13,9.28,5,1.97,6,1
800.31,TR,424,1,0,7,26,47,10,93,205.94,6,495.39,24,0.59,4.12,12,0.59,9,0
374.11,US,425,1,0,5,13,14,2,175,342.34,11,332.53,54,0.51,2.71,4,2.02,8,1
963.02,DE,426,0,0,5,41,4,15,155,195.94,3,419.5,65,0.76,1.65,11,1.1,9,1
148.1,TR,427,0,1,7,4,2,0,24,107.49,3,333.79,39,0.68,8.33,18,3.07,3,0
852.63,US,428,1,1,4,49,10,19,1,504.58,7,498.83,98,0.96,5.72,1,1.02,7,1
725.23,US,429,1,0,5,28,38,15,145,84.18,18,164.9,36,0.28,3.72,9,4.88,2,1
404.52,CA,430,0,0,9,35,14,18,187,340.92,17,370.03,63,0.55,2.08,16,3.83,4,0
551.24,FR,431,1,1,4,10,16,8,180,285.4,14,430.11,98,0.44,6.16,17,0.89,5,0
54.78,UK,432,0,0,0,40,27,13,88,318.24,19,348.51,61,0.16,5.25,19,0.42,3,0
594.98,DE,433,1,0,4,8,13,11,189,170.21,3,392.07,52,0.09,2.58,3,1.45,2,1
559.65,DE,434,0,0,8,5,10,10,36,347.37,18,318.03,11,0.55,0.59,11,2.66,2,1
811.27,TR,435,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
249.43,DE,436,1,0,4,17,30,17,40,566.36,4,239.59,77,0.35,7.29,18,3.47,4,0
648.72,UK,437,0,1,6,12,31,9,96,431.87,19,337.22,56,0.28,9.03,6,2.1,3,0
969.89,IN,438,1,0,0,2,11,12,163,582.07,7,419.76,17,0.53,3.97,4,4.21,1,1
550.16,FR,439,0,0,5,6,31,17,112,113.9,0,40.16,58,0.32,0.84,16,2.44,7,0
601.92,UK,440,0,0,3,28,15,9,63,455.23,9,307.22,67,0.29,1.35,15,2.78,7,0
376.46,FR,441,0,1,1,14,20,11,155,35.37,19,128.26,12,0.2,6.76,1,1.08,2,1
257.74,FR,442,1,1,9,27,35,18,103,389.26,0,419.89,48,0.04,5.9,17,2.51,4,0
423.24,UK,443,0,0,7,37,1,4,172,95.67,19,42.47,57,0.16,0.68,8,2.29,5,0
521.14,IN,444,0,1,8,35,42,10,29,341.16,15,82.32,86,0.99,3.16,16,4.32,4,1
943.48,FR,445,1,1,9,46,19,2,161,519.41,16,105.72,45,0.83,4.45,5,2.28,8,0
615.73,DE,446,1,0,6,36,43,4,112,331.45,17,96.9,75,0.02,9.75,13,1.98,8,1
425.4,FR,447,1,0,6,23,29,1,151,559.06,5,461.05,45,0.5,3.6,9,0.05,5,0
327.57,DE,448,1,1,6,1,27,11,48,530.38,2,37.9,51,0.32,5.2,17,2.59,9,0
914.11,UK,449,0,1,4,3,40,6,165,226.96,9,432.89,30,0.11,6.99,0,1.45,3,1
185.67,CA,450,0,0,3,25,45,3,169,232.42,10,77.73,33,0.52,7.95,0,3.56,4,1
888.34,DE,451,0,0,9,19,1,4,47,321.06,4,349.73,37,0.25,2.01,1,3.56,5,0
699.01,IN,452,0,0,9,12,20,4,78,589.18,16,14.48,2,0.92,7.91,8,0.31,9,1
220.22,DE,453,0,0,1,29,31,19,71,497.82,6,383.4,97,0.18,7,13,0.56,7,1
954.39,FR,454,0,1,9,47,49,18,81,351.71,0,413.58,35,0.47,6.52,11,2.14,5,1
878.6,IN,455,1,1,6,10,37,1,38,459.76,16,12.12,87,0.94,6.56,18,3.27,2,0
619.69,TR,456,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
940.1,CA,457,0,0,7,15,19,19,29,312.61,13,375.44,54,0.28,4.15,16,1.63,0,1
805.45,IN,458,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
106.86,IN,459,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
716.11,IN,460,1,1,5,0,0,3,194,493.68,6,252.56,61,0.9,9.16,13,0.62,1,1
961.58,TR,461,0,0,8,9,31,16,68,18.37,17,237.21,59,0.59,8.86,19,4.65,4,1
523.15,DE,462,1,0,8,35,28,16,120,244.61,16,119.85,71,0.46,2.44,5,2.71,9,0
965.98,FR,463,0,1,6,24,7,11,18,97.31,16,395.7,89,0.24,8.16,2,1.67,0,1
19.11,CA,464,1,1,1,14,3,4,126,86.46,18,399.14,92,0.88,9.68,8,3.35,8,1
864.47,TR,465,0,1,4,5,35,3,157,28.17,2,120.93,93,0.66,5.58,12,4.11,8,0
193.01,CA,466,0,0,0,9,15,15,60,30.33,6,340.09,47,0.75,4.57,3,0.54,1,0
579.72,FR,467,0,1,1,36,26,1,183,318.3,7,427.01,58,0.89,6.8,17,1.25,5,0
185.67,CA,468,0,0,3,25,45,3,169,232.42,10,77.73,33,0.52,7.95,0,3.56,4,1
951.21,TR,469,1,0,1,2,7,7,76,368.06,8,468.46,43,0.75,2.72,9,0.21,3,1
808.77,FR,470,0,1,4,41,20,5,124,484.8,16,433.01,51,0.3,7.65,16,1.29,6,0
895.88,CA,471,0,0,1,9,2,3,8,65.27,3,222.41,38,0.22,7.3,2,0.96,1,0
256.8,FR,472,0,0,1,33,41,12,181,13.34,4,106.14,68,0.38,0.1,15,3.87,5,1
106.2,TR,473,0,0,7,15,39,19,9,167.34,4,392.95,39,0,7.01,8,3.14,4,1
278.12,US,474,1,1,9,6,23,0,97,438.12,12,93.78,47,0.84,6.12,18,0.56,0,0
102.17,FR,475,1,1,5,12,14,0,16,259.21,15,359.62,56,0.41,0.47,18,0.05,9,0
749.03,UK,476,0,1,1,25,34,6,11,75.48,15,135.99,71,0.44,7.82,18,2.21,5,1
910.23,UK,477,1,0,8,35,15,10,18,32.41,11,55.77,43,0.05,8.73,11,2.09,4,1
635.98,CA,478,1,0,6,47,3,0,83,80.77,15,244.57,80,0.19,1.94,10,4.97,1,1
93.3,UK,479,0,0,0,14,15,11,10,160,19,349.6,94,0.31,5.8,2,1.36,1,0
300.66,TR,480,0,1,5,21,48,9,154,515.71,1,419.37,8,0.65,8.27,12,1.21,6,0
508.1,CA,481,1,0,9,48,13,11,48,597.04,14,313.2,71,0.39,0.01,9,4.68,8,1
641.06,IN,482,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
811.27,TR,483,1,1,8,18,40,19,116,349.46,2,311.67,15,0.21,2.55,6,1.46,3,1
715.06,US,484,1,0,9,34,38,17,199,237.22,18,348.85,36,0.03,5.88,14,4.98,5,0
391.25,TR,485,0,0,0,45,48,6,166,547.53,8,429.72,57,0.09,7.3,18,1.21,3,0
249.43,DE,486,1,0,4,17,30,17,40,566.36,4,239.59,77,0.35,7.29,18,3.47,4,0
527.02,TR,487,0,0,5,6,18,9,20,563.05,15,230.11,75,0.36,0.61,6,4.28,1,0
655.44,UK,488,1,0,5,31,35,8,75,71.84,15,138.41,85,0.54,6.18,5,3.48,5,1
666.87,FR,489,0,0,3,18,39,4,44,566.95,7,347.72,84,0.14,9.63,1,1.49,1,1
287.96,FR,490,0,1,2,25,4,1,193,444.89,4,449.47,67,0.13,5.22,10,0.93,9,1
706.62,CA,491,1,1,3,18,16,4,55,577.76,3,441.08,90,0.55,7.07,0,1.27,4,1
961.58,TR,492,0,0,8,9,31,16,68,18.37,17,237.21,59,0.59,8.86,19,4.65,4,1
940.1,CA,493,0,0,7,15,19,19,29,312.61,13,375.44,54,0.28,4.15,16,1.63,0,1
797.83,TR,494,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
332.15,FR,495,0,1,9,37,36,9,108,290.82,19,299.68,53,0.03,3.32,2,1.26,1,1
391.25,TR,496,0,0,0,45,48,6,166,547.53,8,429.72,57,0.09,7.3,18,1.21,3,0
559.65,DE,497,0,0,8,5,10,10,36,347.37,18,318.03,11,0.55,0.59,11,2.66,2,1
289.04,US,498,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
130.82,FR,499,0,0,4,0,28,2,123,363.48,10,255.29,72,0.23,1.06,15,2.46,2,0
675.41,TR,500,0,0,8,0,20,3,98,283.27,19,330.08,42,0.54,3.85,12,1.75,7,1
190.01,FR,501,1,0,2,22,20,17,189,428.32,13,207.79,8,0.14,7.7,10,2.98,3,0
61.16,UK,502,1,0,7,12,22,6,98,353.5,3,87.84,33,0.86,2.54,5,2.22,1,0
288.13,IN,503,0,1,3,11,0,5,195,438.17,15,367.54,59,0.97,0.38,16,3.95,2,0
404.52,CA,504,0,0,9,35,14,18,187,340.92,17,370.03,63,0.55,2.08,16,3.83,4,0
558.81,DE,505,1,0,5,41,4,12,123,417.1,5,288.44,51,0.92,5.79,0,4.87,4,1
605.1,FR,506,1,1,9,34,48,10,119,324.03,19,253.8,94,0.16,1.36,3,2.32,5,0
439.51,IN,507,0,1,8,18,1,5,156,280.57,9,102.34,22,0.9,7.36,16,3.18,5,1
16.88,FR,508,1,0,4,28,1,8,149,152.92,3,441.87,16,0.8,2.64,9,0.9,0,1
329.97,IN,509,1,1,1,33,17,12,90,246.77,0,38.15,71,0.95,0.15,13,4.23,2,1
830.45,FR,510,1,0,8,7,39,15,77,552.05,15,5.99,82,0.1,1.63,13,4.14,8,0
369.99,FR,511,0,1,4,42,1,12,0,167.04,16,273.17,89,0.28,1.65,6,4.14,5,0
864.47,TR,512,0,1,4,5,35,3,157,28.17,2,120.93,93,0.66,5.58,12,4.11,8,0
418.49,UK,513,0,1,3,38,31,2,169,486.77,4,45.95,75,0.77,6.58,10,3.97,9,0
637.19,DE,514,1,1,4,4,44,3,55,550.91,14,7.63,39,0.09,4.74,6,4.34,8,1
293.68,FR,515,1,0,7,48,7,8,48,499.56,1,497.84,4,0.63,9.08,0,4.67,0,0
816.32,CA,516,1,1,3,38,13,7,106,146.9,0,153.19,60,0.78,2.07,16,1.96,9,0
618.86,US,517,0,0,9,46,34,13,141,437.67,17,285.26,96,0.38,5.89,19,3.2,6,1
796.86,US,518,1,1,0,7,37,1,174,479.78,4,440.2,18,0.67,0.17,11,2.53,1,1
